平台,经营单位,仓库,结算方式,运输方式,发货状态,物流录入的结算方法,是否拒收入库完成,是否直销单,是否是多客户出货,是否退改赠,是否手机下的订单,是否代垫发货,发货单据来源,单据来源互联互通,WMS系统发货单状态,需要物流流程,是否医疗分销,time
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,EAX,H01,CLO,EAX,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-21 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,SDXWTGR-鑫梧桐基地WMS正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-19 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-18 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 10:09:28
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-18 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-12 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-18 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-15 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,Y,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,SDXWTGR-鑫梧桐基地WMS正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTZBZCW10-鑫梧桐总部正常仓MT10,MON,H01,CLO,MON,Y,N,Y,N,N,N,OTH,N,NEW,N,N,2020-01-20 00:00:00
01020AYX-郴州永祥,KF00-郴州永祥鑫盛,YXWCCXC-永祥外场促销虚拟仓,WDS,H01,CLO,WDS,Y,N,Y,N,N,N,EASD,N,NEW,Y,N,2020-01-18 00:00:00
01020AYX-郴州永祥,KF00-郴州永祥鑫盛,YXWCCXC-永祥外场促销虚拟仓,WDS,H01,WBG,WDS,Y,N,Y,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AYX-郴州永祥,KF00-郴州永祥鑫盛,YXWCCXC-永祥外场促销虚拟仓,WDS,H01,WBG,WDS,Y,N,Y,N,N,N,EASD,N,NEW,Y,N,2020-01-17 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,K01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-18 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,WDS,H01,CLO,WDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBTHC-株洲金巢总部退货仓,WDS,H01,CLO,WDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-16 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-16 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-17 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,A01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-17 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-22 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTYYFW-鑫梧桐调拨中转仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,YDS,H01,WBG,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,YDS,H01,WBG,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-13 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBZCC-株洲金巢总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AFQ-百富勤,AV00-衡阳怡亚通百富勤供应链,SDHYBFQZBZCW-衡阳百富勤总部正常仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-18 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYYYKXBHZMZG-新燎原岳阳康星百货丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-21 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYXTHNBBGZMZG-新燎原湘潭华隆步步高丸美专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-21 00:00:00
01020ALY-新燎原,ED00-长沙新燎原供应链有限公司,XLYCSYABHBLYZG-新燎原长沙友阿百货珀莱雅专柜,MON,H01,CLO,MON,Y,N,Y,N,N,N,RETAILIM,N,NEW,Y,N,2020-01-21 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBTHC-株洲金巢总部退货仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBTHC-株洲金巢总部退货仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBTHC-株洲金巢总部退货仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYBLPC-衡阳不良品仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,NEW,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-15 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 09:49:48
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-14 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,CSZBZCC-长沙总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AXH-怀化鑫星火,CP00-怀化鑫星火供应链,HHXXHZBZCC-怀化鑫星火总部正常仓,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBTHC-株洲金巢总部退货仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,SDZZJCZBTHC-株洲金巢总部退货仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,EAX,K01,CLO,EAX,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,WBG,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,WDS,H01,CLO,WDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,MON,H01,CLO,MON,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AGH-株洲金巢,GH00-株洲金巢,ZZJCCXC-株洲金巢车销仓虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-18 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 14:53:03
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 14:57:53
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-17 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-17 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,Y,N,MOB,N,CLO,Y,N,2020-01-21 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,Y,N,N,N,EASD,N,CLO,Y,N,2020-01-21 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-14 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-18 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-20 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,HYZCC-衡阳正常仓,YDS,H01,CLO,YDS,Y,N,N,N,N,Y,EASD,N,CLO,Y,N,2020-01-15 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,N,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AWT-鑫梧桐,W700-湖南鑫梧桐供应链,HNXWTDXW-鑫梧桐代销仓,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-19 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-12 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,WDS,H01,CLO,WDS,Y,N,N,N,N,N,EAEC,N,CLO,Y,N,2020-01-20 10:49:58
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,MON,H01,CLO,MON,Y,N,Y,N,Y,N,EAEC,N,CLO,Y,N,2020-01-16 00:00:00
01020AJJ-金之津,R100-湖南金之津供应链,SDHNXZJW-金之津总部正常仓,YDS,H01,CLO,YDS,Y,N,N,N,N,N,EAEC,N,CLO,Y,N,2020-01-18 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,AG6019-长沙车销仓（湘AG6019）,MON,H01,CLO,MON,Y,N,N,N,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,Y,N,Y,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,A01,CLO,MON,Y,Y,N,Y,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
01020AYH-义珍,DA00-湖南义珍供应链,WKX0-快消虚拟仓,MON,H01,CLO,MON,Y,Y,N,Y,N,N,EASD,N,NEW,Y,N,2020-01-22 00:00:00
